"Trial_no"	"CorrectAns"	"SubjResponse"	"Repetition"	"Keypress"	"RT"
200	"regalo"	"regalo"	1	"key3"	1.0019929
200	"regalo"	"regalo"	1	"key4"	1.1299905
200	"regalo"	"regalo"	1	"key5"	1.321983
200	"regalo"	"regalo"	1	"key6"	1.4979808
200	"regalo"	"regalo"	1	"key7"	NA
200	"regalo"	"regalo"	1	"key8"	NA
200	"regalo"	"regalo"	1	"key9"	NA
200	"regalo"	"regalo"	1	"key10"	NA
200	"regalo"	"regalo"	1	"key11"	NA
200	"regalo"	"regalo"	1	"key12"	NA
200	"regalo"	"regalo"	1	"key13"	NA
200	"regalo"	"regalo"	1	"key14"	NA
200	"regalo"	"regalo"	1	"key15"	NA
201	"camisa"	"camisa"	2	"key1"	1.1178083
201	"camisa"	"camisa"	2	"key2"	1.2142208
201	"camisa"	"camisa"	2	"key3"	1.5024766
201	"camisa"	"camisa"	2	"key4"	1.7100102
201	"camisa"	"camisa"	2	"key5"	1.7740109
201	"camisa"	"camisa"	2	"key6"	1.9340696
201	"camisa"	"camisa"	2	"key7"	NA
201	"camisa"	"camisa"	2	"key8"	NA
201	"camisa"	"camisa"	2	"key9"	NA
201	"camisa"	"camisa"	2	"key10"	NA
201	"camisa"	"camisa"	2	"key11"	NA
201	"camisa"	"camisa"	2	"key12"	NA
201	"camisa"	"camisa"	2	"key13"	NA
201	"camisa"	"camisa"	2	"key14"	NA
201	"camisa"	"camisa"	2	"key15"	NA
202	"camisa"	"camisa"	3	"key1"	0.8560001
202	"camisa"	"camisa"	3	"key2"	0.9199979
202	"camisa"	"camisa"	3	"key3"	1.2400056
202	"camisa"	"camisa"	3	"key4"	1.4319954
202	"camisa"	"camisa"	3	"key5"	1.5278866
202	"camisa"	"camisa"	3	"key6"	1.6718579
202	"camisa"	"camisa"	3	"key7"	NA
202	"camisa"	"camisa"	3	"key8"	NA
202	"camisa"	"camisa"	3	"key9"	NA
202	"camisa"	"camisa"	3	"key10"	NA
202	"camisa"	"camisa"	3	"key11"	NA
202	"camisa"	"camisa"	3	"key12"	NA
202	"camisa"	"camisa"	3	"key13"	NA
202	"camisa"	"camisa"	3	"key14"	NA
202	"camisa"	"camisa"	3	"key15"	NA
