Filename;SubjResponse;RT;Duration (ms.);Modality_Correct;Item_Correct;Hesitation;Notes;Exclude;Column1
recording_V1L2_p110102_tr100_type_bombero;[type];0;3000;;;;;;
recording_V1L2_p110102_tr101_speak_cadena;cadena;704;480;;;;tongue;;
recording_V1L2_p110102_tr102_type_escoba;[type];0;3000;;;;;;
recording_V1L2_p110102_tr103_type_espejo;[type];0;3000;;;;;;
recording_V1L2_p110102_tr104_speak_cadena;cadena;544;466.594;;;;tongue;;
recording_V1L2_p110102_tr105_speak_puente;puente;704;410.802;;;;tongue;;
recording_V1L2_p110102_tr106_speak_puente;puente;487.643;400.705;;;;;;
recording_V1L2_p110102_tr107_type_vaca;[type];0;3000;;;;;;
recording_V1L2_p110102_tr108_speak_fresa;fresa;498.858;585.55;;;;;;
recording_V1L2_p110102_tr109_speak_fresa;fresa;426.904;511.116;;;;;;
recording_V1L2_p110102_tr10_speak_espalda;espalda;740.724;599.862;;;;;;
recording_V1L2_p110102_tr110_type_baño;[type];0;3000;;;;;;
recording_V1L2_p110102_tr111_speak_traje;traje;699.781;412.54;;;;;;
recording_V1L2_p110102_tr112_type_traje;[type];0;3000;;;;;;
recording_V1L2_p110102_tr113_speak_camisa;camisa;711.225;539.649;;;;tongue;;
recording_V1L2_p110102_tr114_type_muñeca;[type];0;3000;;;;;;
recording_V1L2_p110102_tr115_speak_muñeca;muñeca;548.578;597.239;;;;;;
recording_V1L2_p110102_tr116_speak_pierna;pierna;620.655;411.345;;;;;;
recording_V1L2_p110102_tr117_speak_pavo;pavo;597.472;333.714;;;;;;
recording_V1L2_p110102_tr118_type_pavo;[type];0;3000;;;;;;
recording_V1L2_p110102_tr119_type_cazador;[type];0;3000;;;;;;
recording_V1L2_p110102_tr11_type_espalda;[type];0;3000;;;;;;
recording_V1L2_p110102_tr120_type_cazador;[type];0;3000;;;;;;
recording_V1L2_p110102_tr121_speak_taza;taza;576;372.765;;;;;;
recording_V1L2_p110102_tr122_type_bombero;[type];0;3000;;;;;;
recording_V1L2_p110102_tr123_type_vaso;[type];0;3000;;;;;;
recording_V1L2_p110102_tr124_type_vaso;[type];0;3000;;;;;;
recording_V1L2_p110102_tr125_speak_regalo;regalo;765.682;514.318;;;;;;
recording_V1L2_p110102_tr126_type_pulpo;[type];0;3000;;;;;;
recording_V1L2_p110102_tr127_type_espalda;[type];0;3000;;;;;;
recording_V1L2_p110102_tr128_speak_espalda;espalda;527.46;593.545;;;;tongue;;
recording_V1L2_p110102_tr129_speak_puente;puente;597.486;430.476;;;;;;
recording_V1L2_p110102_tr12_type_camisa;[type];0;3000;;;;;;
recording_V1L2_p110102_tr130_type_pintor;[type];0;3000;;;;;;
recording_V1L2_p110102_tr131_type_pintor;[type];0;3000;;;;;;
recording_V1L2_p110102_tr132_speak_fresa;fresa;492.046;512.357;;;;;;
recording_V1L2_p110102_tr133_type_caracol;[type];0;3000;;;;;;
recording_V1L2_p110102_tr134_type_caracol;[type];0;3000;;;;;;
recording_V1L2_p110102_tr135_speak_muñeca;muñeca;472.678;563.22;;;;;;
recording_V1L2_p110102_tr136_type_mano;[type];0;3000;;;;;;
recording_V1L2_p110102_tr137_speak_mano;mano;528;376;;;;;;
recording_V1L2_p110102_tr138_speak_cuerda;cuerda;575.773;400.227;;;;tongue;;
recording_V1L2_p110102_tr139_type_cuerda;[type];0;3000;;;;;;
recording_V1L2_p110102_tr13_type_puente;[type];0;3000;;;;;;
recording_V1L2_p110102_tr140_type_traje;[type];0;3000;;;;;;
recording_V1L2_p110102_tr141_type_granja;[type];0;3000;;;;;;
recording_V1L2_p110102_tr142_speak_granja;granja;568;500.913;;;;tongue;;
recording_V1L2_p110102_tr143_type_vaso;[type];0;3000;;;;;;
